epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.35313335061073303,1.776176929473877,0.16599999368190765,3.385890483856201
1,0.5231333374977112,1.320249319076538,0.19200000166893005,2.722557306289673
2,0.617900013923645,1.084730625152588,0.4359999895095825,1.6400249004364014
3,0.6763333678245544,0.9284694790840149,0.6599999666213989,0.9499191641807556
4,0.7091666460037231,0.8383742570877075,0.6746666431427002,0.9433146715164185
5,0.7387999892234802,0.760819137096405,0.7419999837875366,0.7431797385215759
6,0.753166675567627,0.7175625562667847,0.6286666393280029,1.185750126838684
7,0.793666660785675,0.5993096232414246,0.7599999904632568,0.6982548236846924
8,0.8091000318527222,0.5523709654808044,0.753333330154419,0.7047067880630493
9,0.8305667042732239,0.48676005005836487,0.7699999809265137,0.6899858117103577
10,0.8482333421707153,0.43813303112983704,0.8073333501815796,0.5829386115074158
11,0.8537999987602234,0.42149004340171814,0.8033333420753479,0.5951054096221924
