epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.32596665620803833,1.9162721633911133,0.10266666859388351,3.303889274597168
1,0.47300001978874207,1.4535775184631348,0.12066666781902313,3.6324551105499268
2,0.552133321762085,1.2719770669937134,0.4189999997615814,1.748076319694519
3,0.5963000059127808,1.1479086875915527,0.5043333172798157,1.4582583904266357
4,0.6313999891281128,1.0597693920135498,0.5833333134651184,1.2004716396331787
5,0.6571333408355713,0.9905059337615967,0.609666645526886,1.1438210010528564
6,0.6751000285148621,0.9454151391983032,0.6163333058357239,1.1530574560165405
7,0.7088000178337097,0.8403947949409485,0.6986666321754456,0.8574726581573486
8,0.7239333391189575,0.8062427043914795,0.6986666321754456,0.8666444420814514
9,0.7468000054359436,0.7413904666900635,0.7203333377838135,0.7972341775894165
10,0.75163334608078,0.7236708402633667,0.7113333344459534,0.8298265933990479
11,0.7690333127975464,0.6782326102256775,0.7203333377838135,0.7886595726013184
