epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.3262999951839447,1.8424748182296753,0.14233332872390747,3.895685911178589
1,0.461733341217041,1.4549988508224487,0.20666666328907013,3.392690658569336
2,0.5422999858856201,1.2704181671142578,0.4673333168029785,1.68449866771698
3,0.588533341884613,1.160426139831543,0.5999999642372131,1.1491658687591553
4,0.6232333183288574,1.0606862306594849,0.5496666431427002,1.5009169578552246
5,0.6680999994277954,0.9382448792457581,0.6413333415985107,1.0821356773376465
6,0.6864666938781738,0.8870692849159241,0.6949999928474426,0.9029839038848877
7,0.7035333514213562,0.8438154458999634,0.6556666493415833,1.0453243255615234
8,0.7262333631515503,0.7835077047348022,0.7016666531562805,0.9011497497558594
9,0.7383999824523926,0.7441040277481079,0.7336666584014893,0.7883442044258118
10,0.7467666864395142,0.7254883050918579,0.7436666488647461,0.7821788787841797
11,0.75,0.7009845972061157,0.7423333525657654,0.7788913249969482
