epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.33043333888053894,1.8404033184051514,0.10599999874830246,4.30106258392334
1,0.47993335127830505,1.4307243824005127,0.18033333122730255,2.994490623474121
2,0.5578333139419556,1.2389384508132935,0.47699999809265137,1.4085716009140015
3,0.6169666647911072,1.0793230533599854,0.4973333179950714,1.430364727973938
4,0.6467999815940857,1.003470540046692,0.6446666717529297,1.0156874656677246
5,0.6854333281517029,0.8984684348106384,0.6983333230018616,0.8774121999740601
6,0.7096666693687439,0.8385985493659973,0.7096666693687439,0.834534764289856
7,0.7244333624839783,0.805040717124939,0.6899999976158142,0.9019820094108582
8,0.7591666579246521,0.7005467414855957,0.7363333106040955,0.7231289148330688
9,0.7728000283241272,0.6563965082168579,0.7319999933242798,0.7652599215507507
10,0.7911333441734314,0.5980035066604614,0.7673333287239075,0.665006160736084
11,0.7972666621208191,0.575891375541687,0.762666642665863,0.6668076515197754
