epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.226500004529953,2.5892274379730225,0.1509999930858612,22.551225662231445
1,0.3374333381652832,1.7792593240737915,0.12066666781902313,11.57679557800293
2,0.4078333377838135,1.5939149856567383,0.20399999618530273,3.6637134552001953
3,0.4381999969482422,1.5238265991210938,0.23866666853427887,3.1374707221984863
4,0.46506667137145996,1.461033821105957,0.3343333303928375,2.067418336868286
5,0.4874333441257477,1.3975493907928467,0.4206666648387909,1.6977468729019165
6,0.51336669921875,1.343907117843628,0.33633333444595337,1.978534460067749
7,0.5421666502952576,1.2676475048065186,0.3179999887943268,2.33343243598938
8,0.5572666525840759,1.2253212928771973,0.35366666316986084,2.1096229553222656
9,0.5669333338737488,1.2020809650421143,0.4009999930858612,1.7888425588607788
