epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.4101000130176544,1.6897714138031006,0.13366666436195374,3.8908097743988037
1,0.5695666670799255,1.2078170776367188,0.3269999921321869,2.030864715576172
2,0.6455667018890381,1.0039955377578735,0.5646666884422302,1.2890071868896484
3,0.6931000351905823,0.8760695457458496,0.6806666851043701,0.9245478510856628
4,0.7242333292961121,0.7911977767944336,0.6739999651908875,0.9798097014427185
5,0.7767333388328552,0.6466057896614075,0.7683333158493042,0.6864187121391296
6,0.7932666540145874,0.5830450057983398,0.7419999837875366,0.7676953077316284
7,0.8235000371932983,0.49619045853614807,0.7866666316986084,0.6431237459182739
8,0.8371999859809875,0.458883136510849,0.7870000004768372,0.6281799077987671
9,0.8546666502952576,0.4087129533290863,0.8026666641235352,0.600456714630127
10,0.8614667057991028,0.3864513635635376,0.8063333034515381,0.6001614332199097
11,0.8706666827201843,0.36054685711860657,0.8140000104904175,0.5784908533096313
