epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.352233350276947,1.8656690120697021,0.10333333164453506,3.9024605751037598
1,0.47903335094451904,1.4390654563903809,0.20733332633972168,2.6483638286590576
2,0.5593666434288025,1.2313344478607178,0.4909999966621399,1.5253125429153442
3,0.6181333661079407,1.086790919303894,0.5606666803359985,1.3893098831176758
4,0.6566333174705505,0.9836829304695129,0.6196666359901428,1.1280076503753662
5,0.6845666766166687,0.9108771085739136,0.6800000071525574,0.9256360530853271
6,0.7048333287239075,0.8546708822250366,0.5703333020210266,1.536746621131897
7,0.7491999864578247,0.7224833369255066,0.7416666746139526,0.7395443320274353
8,0.7703333497047424,0.6687729358673096,0.75,0.7451398968696594
9,0.8015333414077759,0.5677929520606995,0.7639999985694885,0.718694269657135
10,0.8117666840553284,0.5349031090736389,0.7709999680519104,0.6980628967285156
11,0.8332333564758301,0.47416046261787415,0.7763333320617676,0.6833754181861877
