epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.32226666808128357,1.9823129177093506,0.15466666221618652,2.5911214351654053
1,0.4715999960899353,1.4510998725891113,0.23600000143051147,2.51778244972229
2,0.5505666732788086,1.2527776956558228,0.531000018119812,1.3956302404403687
3,0.6150333285331726,1.101873755455017,0.6330000162124634,1.0515639781951904
4,0.6528000235557556,1.0021655559539795,0.6073333024978638,1.2151515483856201
5,0.7005666494369507,0.8581070303916931,0.7113333344459534,0.8285896182060242
6,0.7196333408355713,0.8058609962463379,0.7229999899864197,0.7971833944320679
7,0.7390999794006348,0.7649765014648438,0.7210000157356262,0.8628479838371277
8,0.7601000070571899,0.6860755085945129,0.7663333415985107,0.6974433660507202
9,0.7732333540916443,0.6527491211891174,0.7716666460037231,0.6860683560371399
10,0.7881333231925964,0.6055787205696106,0.7730000019073486,0.6726273894309998
11,0.8003000020980835,0.572869062423706,0.7829999923706055,0.6443601846694946
