epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.34040001034736633,1.8725316524505615,0.17800000309944153,3.2554574012756348
1,0.48829999566078186,1.4085841178894043,0.2823333442211151,1.9750505685806274
2,0.5649333596229553,1.2143932580947876,0.46266666054725647,1.5982823371887207
3,0.6216333508491516,1.0724992752075195,0.6303333044052124,1.0568153858184814
4,0.6590999960899353,0.9699729681015015,0.6169999837875366,1.0839650630950928
5,0.7076333165168762,0.8282384276390076,0.7056666612625122,0.8396272659301758
6,0.7317333221435547,0.7730157375335693,0.731333315372467,0.7753505110740662
7,0.7428666949272156,0.7352750897407532,0.7263333201408386,0.7816022634506226
8,0.7703666687011719,0.6583451628684998,0.7479999661445618,0.7257694602012634
9,0.7822666764259338,0.6294640302658081,0.7616666555404663,0.6699987053871155
10,0.7885333299636841,0.6059204936027527,0.7619999647140503,0.6825385093688965
11,0.8078666925430298,0.5523521304130554,0.7759999632835388,0.658405065536499
