epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.26793333888053894,2.053438901901245,0.14166666567325592,2.8479084968566895
1,0.40566667914390564,1.5775164365768433,0.12533333897590637,3.398209810256958
2,0.506766676902771,1.3412424325942993,0.4503333270549774,1.6016430854797363
3,0.5533999800682068,1.2268235683441162,0.5,1.3520874977111816
4,0.5946666598320007,1.1315776109695435,0.531000018119812,1.2924200296401978
5,0.6244666576385498,1.058101773262024,0.625,1.016815423965454
6,0.6503000259399414,0.9991025328636169,0.6416666507720947,0.9893438816070557
7,0.6682666540145874,0.9434155821800232,0.6646666526794434,0.9297501444816589
8,0.687000036239624,0.8877271413803101,0.6963333487510681,0.8672251105308533
9,0.7020000219345093,0.851082444190979,0.6840000152587891,0.8754927515983582
10,0.728766679763794,0.7726283669471741,0.7406666874885559,0.7396893501281738
11,0.7391999959945679,0.737395167350769,0.7393333315849304,0.7099166512489319
