epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.29483333230018616,1.927727222442627,0.1523333340883255,4.418908596038818
1,0.41146665811538696,1.5989453792572021,0.1693333387374878,3.498697280883789
2,0.462633341550827,1.4715780019760132,0.3773333430290222,1.9096862077713013
3,0.5018666982650757,1.3731516599655151,0.5286666750907898,1.3284595012664795
4,0.5301666855812073,1.3030486106872559,0.5476666688919067,1.2289096117019653
5,0.557200014591217,1.2361186742782593,0.5709999799728394,1.1862443685531616
6,0.5737333297729492,1.1933679580688477,0.562333345413208,1.2778412103652954
7,0.606166660785675,1.105879545211792,0.6010000109672546,1.1030045747756958
8,0.6251333355903625,1.0555933713912964,0.5756666660308838,1.1906057596206665
9,0.6387666463851929,1.0105907917022705,0.6206666827201843,1.0711586475372314
10,0.6461666822433472,0.9905136227607727,0.5913333296775818,1.1897557973861694
11,0.6594333648681641,0.956302285194397,0.6196666359901428,1.105088233947754
