epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.40070000290870667,1.7873425483703613,0.12833333015441895,3.982391595840454
1,0.5522666573524475,1.24724280834198,0.1770000010728836,4.1285600662231445
2,0.6179666519165039,1.082064151763916,0.2706666588783264,2.5990207195281982
3,0.6585000157356262,0.9622311592102051,0.5203333497047424,1.4959279298782349
4,0.6948666572570801,0.8687903881072998,0.49533331394195557,1.866774082183838
5,0.7352666854858398,0.7495682835578918,0.718999981880188,0.8031675815582275
6,0.7544000148773193,0.7006174921989441,0.6916666626930237,0.9031335115432739
7,0.7802667021751404,0.6274985074996948,0.7490000128746033,0.7340779304504395
8,0.7905666828155518,0.5957064032554626,0.7553333044052124,0.7365108132362366
9,0.807033360004425,0.5558359026908875,0.7770000100135803,0.6464908123016357
10,0.8112666606903076,0.539308488368988,0.7763333320617676,0.6506704688072205
11,0.820900022983551,0.512483537197113,0.7876666784286499,0.6268683075904846
