epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.31566667556762695,1.9697357416152954,0.10199999809265137,13.391446113586426
1,0.4452333450317383,1.5126051902770996,0.11899999529123306,7.429154872894287
2,0.5024666786193848,1.381715178489685,0.2383333295583725,3.083954095840454
3,0.5391666889190674,1.2772265672683716,0.31299999356269836,2.3515472412109375
4,0.578166663646698,1.1826858520507812,0.5366666316986084,1.2997617721557617
5,0.6058333516120911,1.1070502996444702,0.4619999825954437,1.6914255619049072
6,0.6441666483879089,1.007732629776001,0.6100000143051147,1.1014442443847656
7,0.6528666615486145,0.9762200713157654,0.5820000171661377,1.154046654701233
8,0.6746000051498413,0.9273553490638733,0.6346666812896729,1.019365668296814
9,0.6823333501815796,0.9016597867012024,0.6140000224113464,1.080590844154358
10,0.6897000074386597,0.8795651197433472,0.652999997138977,0.9621474742889404
11,0.6949000358581543,0.8623960018157959,0.6186666488647461,1.0528926849365234
