epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.28130000829696655,1.9800493717193604,0.10333333164453506,7.1731648445129395
1,0.3843666613101959,1.6534279584884644,0.10066666454076767,7.451609134674072
2,0.4499666690826416,1.5002716779708862,0.1223333328962326,5.560356616973877
3,0.48366665840148926,1.4231866598129272,0.1746666580438614,3.8643898963928223
4,0.5090000033378601,1.3592218160629272,0.19733333587646484,3.5928454399108887
5,0.5328333377838135,1.3021049499511719,0.27799999713897705,2.5409138202667236
6,0.5570666790008545,1.2311722040176392,0.44466665387153625,1.6465415954589844
7,0.5864333510398865,1.1690369844436646,0.2966666519641876,2.4220571517944336
8,0.6171333193778992,1.078497290611267,0.4059999883174896,1.8869606256484985
9,0.6379333138465881,1.0208669900894165,0.35999998450279236,2.2141401767730713
10,0.6484000086784363,0.9846105575561523,0.39366665482521057,1.972934365272522
