epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.3012000024318695,2.1939988136291504,0.17666666209697723,2.4408750534057617
1,0.4086666703224182,1.6511563062667847,0.31599998474121094,1.9644384384155273
2,0.46273332834243774,1.5021324157714844,0.4426666498184204,1.5594555139541626
3,0.5055333375930786,1.3905985355377197,0.5183333158493042,1.3260012865066528
4,0.5297666788101196,1.3182756900787354,0.5226666331291199,1.351212739944458
5,0.5684999823570251,1.2186933755874634,0.57833331823349,1.1565073728561401
6,0.5864666700363159,1.1682960987091064,0.581333339214325,1.1687169075012207
7,0.6094333529472351,1.106009602546692,0.6100000143051147,1.0765049457550049
8,0.6187000274658203,1.071125864982605,0.6156666874885559,1.0662360191345215
9,0.6380000114440918,1.028014063835144,0.6163333058357239,1.0603522062301636
10,0.645466685295105,1.008457064628601,0.6259999871253967,1.04035484790802
11,0.6544333696365356,0.9891133308410645,0.6306666731834412,1.0330599546432495
