epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.27273333072662354,2.056837797164917,0.10300000011920929,4.831820487976074
1,0.380866676568985,1.667777419090271,0.1316666603088379,3.8654706478118896
2,0.43593335151672363,1.5308095216751099,0.17266666889190674,3.7093420028686523
3,0.4749000072479248,1.4331691265106201,0.3659999966621399,2.158125638961792
4,0.5103999972343445,1.355398178100586,0.46566665172576904,1.4674098491668701
5,0.5364000201225281,1.2965338230133057,0.31933334469795227,2.1095950603485107
6,0.5681333541870117,1.200650691986084,0.468999981880188,1.6731067895889282
7,0.5972999930381775,1.1313856840133667,0.5410000085830688,1.4165544509887695
8,0.6081333160400391,1.1012635231018066,0.5456666350364685,1.3523398637771606
9,0.6206666827201843,1.0671336650848389,0.547333300113678,1.3894238471984863
10,0.6270666718482971,1.0495957136154175,0.5703333020210266,1.2691174745559692
11,0.6328999996185303,1.0406266450881958,0.5793333053588867,1.2651312351226807
