epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.3321666717529297,1.8674497604370117,0.10266666859388351,5.466962814331055
1,0.48213332891464233,1.42357337474823,0.14566665887832642,4.524531841278076
2,0.5748000144958496,1.201350450515747,0.33033332228660583,2.7651913166046143
3,0.6294000148773193,1.0618687868118286,0.6306666731834412,1.1395400762557983
4,0.6628666520118713,0.9650368094444275,0.5456666350364685,1.664376974105835
5,0.7139000296592712,0.834068775177002,0.6993333101272583,0.9298929572105408
6,0.7251999974250793,0.7865210771560669,0.675000011920929,0.9857343435287476
7,0.7519000172615051,0.713361382484436,0.7266666293144226,0.8411768078804016
8,0.762499988079071,0.6801294088363647,0.7400000095367432,0.7870646715164185
9,0.7696666717529297,0.6563606262207031,0.7513332962989807,0.7512439489364624
10,0.7784667015075684,0.6340640187263489,0.750333309173584,0.7657290101051331
11,0.7930999994277954,0.594265878200531,0.765666663646698,0.7046705484390259
