epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.2909333407878876,1.923783779144287,0.12600000202655792,4.593841075897217
1,0.3947666585445404,1.6258748769760132,0.28166666626930237,2.687934637069702
2,0.453166663646698,1.486485481262207,0.2669999897480011,2.8362441062927246
3,0.5063000321388245,1.3601315021514893,0.36933332681655884,2.192838430404663
4,0.5332666635513306,1.2929185628890991,0.4880000054836273,1.4474095106124878
5,0.5528333187103271,1.24310302734375,0.4829999804496765,1.530480146408081
6,0.5780333280563354,1.1705528497695923,0.5976666808128357,1.1497631072998047
7,0.5957000255584717,1.1328284740447998,0.5943333506584167,1.1565150022506714
8,0.6053666472434998,1.0984184741973877,0.6223333477973938,1.0848015546798706
9,0.6137000322341919,1.081312656402588,0.6086666584014893,1.1309635639190674
10,0.622866690158844,1.0559498071670532,0.6046666502952576,1.1133160591125488
11,0.6289666891098022,1.0363903045654297,0.6396666765213013,1.0455682277679443
