epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.2225666642189026,2.6485068798065186,0.0989999994635582,3.87648606300354
1,0.38786667585372925,1.6614969968795776,0.15700000524520874,3.9870100021362305
2,0.45703333616256714,1.490898847579956,0.21133333444595337,3.314038038253784
3,0.5020000338554382,1.369042992591858,0.46833333373069763,1.9030638933181763
4,0.5252000093460083,1.3089015483856201,0.4116666615009308,2.6634411811828613
5,0.5676000118255615,1.2096399068832397,0.5209999680519104,1.7338604927062988
6,0.5763000249862671,1.177484393119812,0.4946666657924652,2.5938284397125244
7,0.5932000279426575,1.1252187490463257,0.528333306312561,2.2773449420928955
8,0.6054333448410034,1.0965325832366943,0.4819999933242798,3.303786039352417
9,0.6136333346366882,1.0761677026748657,0.5220000147819519,2.4880917072296143
10,0.6168666481971741,1.0592092275619507,0.53166663646698,2.455054521560669
11,0.6169333457946777,1.0614718198776245,0.531333327293396,2.39955735206604
