epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.3773333430290222,1.6998355388641357,0.14299999177455902,2.78225040435791
1,0.5529000163078308,1.2573338747024536,0.22499999403953552,2.788619041442871
2,0.626033365726471,1.0629295110702515,0.4646666646003723,1.677819013595581
3,0.6758000254631042,0.9245659112930298,0.6579999923706055,0.9846274852752686
4,0.7095000147819519,0.8403778076171875,0.687666654586792,0.9001038074493408
5,0.7304333448410034,0.7728954553604126,0.7193333506584167,0.8147565126419067
6,0.750166654586792,0.7205030918121338,0.722000002861023,0.7951632142066956
7,0.7908333539962769,0.5910525918006897,0.7699999809265137,0.6737218499183655
8,0.8115000128746033,0.5377779603004456,0.778333306312561,0.6510908007621765
9,0.8335666656494141,0.47033101320266724,0.8003333210945129,0.6125884056091309
10,0.8386333584785461,0.4478897452354431,0.793666660785675,0.6118109226226807
11,0.8569333553314209,0.4019758403301239,0.7986666560173035,0.6174238324165344
