epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.33586665987968445,2.15460205078125,0.10833333432674408,3.2875163555145264
1,0.48579999804496765,1.4146945476531982,0.21066667139530182,2.4651296138763428
2,0.5681666731834412,1.2075320482254028,0.5486666560173035,1.302459716796875
3,0.6205000281333923,1.0684056282043457,0.5693333148956299,1.2138475179672241
4,0.6625000238418579,0.954803466796875,0.6443333029747009,1.0010216236114502
5,0.6847000122070312,0.8901652693748474,0.6589999794960022,0.9811978936195374
6,0.7057666778564453,0.8335565328598022,0.703000009059906,0.86858069896698
7,0.7245000004768372,0.7845798134803772,0.6679999828338623,0.9469107389450073
8,0.7576666474342346,0.6923598647117615,0.7566666603088379,0.6913864016532898
9,0.7703333497047424,0.6578115224838257,0.7556666731834412,0.7001743316650391
10,0.7887666821479797,0.6025181412696838,0.7709999680519104,0.6458724737167358
11,0.7977333664894104,0.577126681804657,0.7836666703224182,0.6212561130523682
