epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.26746666431427,1.965926170349121,0.28200000524520874,1.9197454452514648
1,0.3876666724681854,1.662156105041504,0.414000004529953,1.5725144147872925
2,0.4413333237171173,1.530023217201233,0.4020000100135803,1.687092900276184
3,0.4966333508491516,1.3950927257537842,0.49533331394195557,1.3444108963012695
4,0.5220333337783813,1.3334389925003052,0.4906666576862335,1.4191573858261108
5,0.5512999892234802,1.257297158241272,0.5606666803359985,1.2044535875320435
6,0.5702333450317383,1.2045928239822388,0.5669999718666077,1.1855522394180298
7,0.5903333425521851,1.1479829549789429,0.5789999961853027,1.1562187671661377
8,0.5971333384513855,1.1310083866119385,0.5806666612625122,1.15455162525177
9,0.6074333190917969,1.1012450456619263,0.5920000076293945,1.1268231868743896
10,0.614133358001709,1.0835152864456177,0.5870000123977661,1.1443393230438232
11,0.6186000108718872,1.069261908531189,0.5910000205039978,1.1091744899749756
