epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.11380000412464142,2.4052112102508545,0.10066666454076767,3.2441043853759766
1,0.14943332970142365,2.210054636001587,0.10866666585206985,5.642208099365234
2,0.172200009226799,2.1339762210845947,0.1536666601896286,3.1732239723205566
3,0.18213333189487457,2.094644546508789,0.16200000047683716,3.0742733478546143
4,0.1949000060558319,2.0552663803100586,0.13899999856948853,4.559462070465088
5,0.2071666717529297,2.033783435821533,0.1586666703224182,3.600041627883911
6,0.2141333371400833,2.0138771533966064,0.1616666615009308,3.657815456390381
7,0.21629999577999115,2.0055508613586426,0.16833333671092987,3.3358514308929443
8,0.22216667234897614,1.9989136457443237,0.1706666648387909,3.3061766624450684
9,0.22200000286102295,1.9891350269317627,0.1706666648387909,3.304060935974121
10,0.22550000250339508,1.9934617280960083,0.16766665875911713,3.603193759918213
11,0.22526666522026062,1.9904520511627197,0.17133332788944244,3.3629872798919678
