epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.14350000023841858,2.2712676525115967,0.12033332884311676,2.71934175491333
1,0.19206666946411133,2.0701677799224854,0.1459999978542328,2.4329288005828857
2,0.24506667256355286,1.9430702924728394,0.26466667652130127,1.9740321636199951
3,0.30090001225471497,1.8101913928985596,0.33633333444595337,1.736918568611145
4,0.36033332347869873,1.6750247478485107,0.36766666173934937,1.6720587015151978
5,0.39863333106040955,1.5715147256851196,0.3553333282470703,1.6950045824050903
6,0.4447000026702881,1.4513026475906372,0.4586666524410248,1.3974132537841797
7,0.46880000829696655,1.3953999280929565,0.5196666717529297,1.2992451190948486
8,0.4898333251476288,1.3455843925476074,0.512666642665863,1.290949821472168
9,0.5174999833106995,1.2821075916290283,0.5669999718666077,1.2191280126571655
10,0.5351666808128357,1.246244192123413,0.5633333325386047,1.2465474605560303
11,0.5481333136558533,1.2122634649276733,0.5493333339691162,1.2976521253585815
