epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.34256666898727417,1.8378742933273315,0.10766666382551193,4.2754974365234375
1,0.4730333387851715,1.4548052549362183,0.23666666448116302,2.9105305671691895
2,0.5386333465576172,1.2931896448135376,0.4169999957084656,1.9130734205245972
3,0.5856000185012817,1.1651742458343506,0.6043333411216736,1.1130768060684204
4,0.62090003490448,1.0795623064041138,0.6553333401679993,0.9730144143104553
5,0.6448000073432922,1.0091876983642578,0.5960000157356262,1.1893643140792847
6,0.6866666674613953,0.8986204266548157,0.6886666417121887,0.8927906155586243
7,0.7049000263214111,0.8418241739273071,0.6246666312217712,1.1799278259277344
8,0.7301999926567078,0.7672994136810303,0.7056666612625122,0.8366163372993469
9,0.7335000038146973,0.7552957534790039,0.7096666693687439,0.8331220746040344
10,0.7490666508674622,0.7120006680488586,0.718666672706604,0.8131903409957886
11,0.7544333338737488,0.6938254833221436,0.7300000190734863,0.7748607397079468
