epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.30560001730918884,1.8614808320999146,0.1863333284854889,2.2944846153259277
1,0.4251333475112915,1.5528706312179565,0.3853333294391632,1.6982022523880005
2,0.48489999771118164,1.4181032180786133,0.43433332443237305,1.6273465156555176
3,0.5239666700363159,1.3233669996261597,0.5216666460037231,1.3073339462280273
4,0.5603333115577698,1.2385891675949097,0.5663333535194397,1.2058452367782593
5,0.5795666575431824,1.1805371046066284,0.5376666784286499,1.273215889930725
6,0.6187000274658203,1.069227695465088,0.5823333263397217,1.1212996244430542
7,0.6370000243186951,1.022773027420044,0.6426666378974915,0.980175256729126
8,0.6441666483879089,0.9972686767578125,0.6150000095367432,1.0601054430007935
9,0.6656333208084106,0.9367040991783142,0.6613333225250244,0.9701306223869324
10,0.6764333248138428,0.9116565585136414,0.6353332996368408,1.0172122716903687
11,0.6856666803359985,0.8814005851745605,0.6706666350364685,0.9101640582084656
