epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.3392333388328552,1.8260438442230225,0.10233332961797714,6.70227575302124
1,0.4760666787624359,1.4330275058746338,0.2163333296775818,3.7768499851226807
2,0.5666666626930237,1.2227506637573242,0.4179999828338623,1.82577645778656
3,0.6093000173568726,1.1022286415100098,0.5956666469573975,1.1172170639038086
4,0.6447333693504333,1.0218454599380493,0.625,1.073301076889038
5,0.6721333265304565,0.9433788657188416,0.5370000004768372,1.4679677486419678
6,0.7039666771888733,0.8429855108261108,0.6346666812896729,1.0736125707626343
7,0.7314333319664001,0.771940290927887,0.6809999942779541,0.9383943676948547
8,0.7365999817848206,0.7508955597877502,0.6743333339691162,0.9339689612388611
9,0.7531999945640564,0.7106088399887085,0.6823333501815796,0.93602454662323
10,0.7578666806221008,0.6936858296394348,0.6916666626930237,0.9118375778198242
11,0.7605666518211365,0.685276985168457,0.6859999895095825,0.9395895004272461
