epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.35173332691192627,1.8023492097854614,0.13866665959358215,2.9461557865142822
1,0.5000666975975037,1.3853332996368408,0.25066667795181274,2.5998013019561768
2,0.587933361530304,1.1597703695297241,0.4726666510105133,1.510460376739502
3,0.6318333148956299,1.0317384004592896,0.6296666860580444,1.0696191787719727
4,0.6746333241462708,0.9245646595954895,0.6433333158493042,1.0559098720550537
5,0.7012333273887634,0.8513385653495789,0.67166668176651,0.9634552597999573
6,0.7298666834831238,0.7770325541496277,0.6466666460037231,1.1275125741958618
7,0.7670000195503235,0.6603280901908875,0.7743332982063293,0.6723509430885315
8,0.791366696357727,0.6006048917770386,0.7429999709129333,0.7400711178779602
9,0.8127666711807251,0.5303559303283691,0.7803333401679993,0.6270049214363098
10,0.8344333171844482,0.476306289434433,0.7876666784286499,0.60654217004776
11,0.8370333313941956,0.45718103647232056,0.7806666493415833,0.6163225173950195
